Date,LBMA_Gold_USD
1979-09-11,339.075
1979-09-12,337.025
1979-09-13,333.65
1979-09-14,345.775
1979-09-17,351.25
1979-09-18,373.55
1979-09-19,372.5
1979-09-20,377.675
1979-09-21,371.0
1979-09-24,378.7
1979-09-25,376.29999999999995
1979-09-26,372.275
1979-09-27,390.875
1979-09-28,397.125
1979-10-01,407.125
1979-10-02,431.5
1979-10-03,410.25
1979-10-04,389.25
1979-10-05,376.25
1979-10-08,374.375
1979-10-09,381.4
1979-10-10,411.125
1979-10-11,400.75
1979-10-12,391.375
1979-10-15,401.54999999999995
1979-10-16,396.425
1979-10-17,386.2
1979-10-18,381.25
1979-10-19,390.875
1979-10-22,393.75
1979-10-23,386.3
1979-10-24,392.0
1979-10-25,391.5
1979-10-26,374.9
1979-10-29,374.25
1979-10-30,376.8
1979-10-31,380.875
1979-11-01,379.1
1979-11-02,372.9
1979-11-05,379.5
1979-11-06,383.55
1979-11-07,393.75
1979-11-08,391.0
1979-11-09,389.625
1979-11-12,393.125
1979-11-13,387.6
1979-11-14,389.625
1979-11-15,386.75
1979-11-16,388.55
1979-11-19,389.925
1979-11-20,388.375
1979-11-21,396.475
1979-11-22,394.0
1979-11-23,391.075
1979-11-26,394.125
1979-11-27,393.575
1979-11-28,408.275
1979-11-29,411.29999999999995
1979-11-30,416.42499999999995
1979-12-03,428.375
1979-12-04,433.1
1979-12-05,426.825
1979-12-06,434.125
1979-12-07,429.65
1979-12-10,431.25
1979-12-11,444.125
1979-12-12,448.0
1979-12-13,458.775
1979-12-14,458.15
1979-12-17,465.05
1979-12-18,475.625
1979-12-19,491.25
1979-12-20,474.375
1979-12-21,474.0
1979-12-24,
1979-12-27,
1979-12-28,513.5
1979-12-31,
1980-01-02,559.25
1980-01-03,633.0
1980-01-04,592.0
1980-01-07,633.75
1980-01-08,612.875
1980-01-09,603.225
1980-01-10,605.55
1980-01-11,616.5
1980-01-14,653.875
1980-01-15,683.0
1980-01-16,762.5
1980-01-17,739.125
1980-01-18,830.25
1980-01-21,846.5
1980-01-22,750.25
1980-01-23,672.5
1980-01-24,714.5
1980-01-25,679.75
1980-01-28,626.5
1980-01-29,676.125
1980-01-30,697.25
1980-01-31,660.5
1980-02-01,675.75
1980-02-04,670.875
1980-02-05,671.625
1980-02-06,702.5
1980-02-07,701.625
1980-02-08,690.25
1980-02-11,712.5
1980-02-12,699.125
1980-02-13,696.125
1980-02-14,685.0
1980-02-15,670.75
1980-02-18,663.375
1980-02-19,657.0
1980-02-20,615.5
1980-02-21,655.75
1980-02-22,636.75
1980-02-25,620.75
1980-02-26,639.5
1980-02-27,632.5
1980-02-28,642.0
1980-02-29,638.5
1980-03-03,635.375
1980-03-04,632.25
1980-03-05,642.625
1980-03-06,630.125
1980-03-07,605.625
1980-03-10,593.5
1980-03-11,569.625
1980-03-12,584.1
1980-03-13,565.4
1980-03-14,512.875
1980-03-17,482.0
1980-03-18,477.75
1980-03-19,520.5
1980-03-20,561.0
1980-03-21,530.0
1980-03-24,551.125
1980-03-25,547.875
1980-03-26,516.25
1980-03-27,485.625
1980-03-28,490.0
1980-03-31,498.875
1980-04-01,505.5
1980-04-02,499.25
1980-04-03,488.5
1980-04-08,523.2
1980-04-09,550.5
1980-04-10,532.75
1980-04-11,531.25
1980-04-14,531.275
1980-04-15,496.5
1980-04-16,516.75
1980-04-17,512.25
1980-04-18,513.675
1980-04-21,506.25
1980-04-22,498.45
1980-04-23,506.625
1980-04-24,514.975
1980-04-25,551.75
1980-04-28,529.75
1980-04-29,513.375
1980-04-30,518.625
1980-05-01,498.875
1980-05-02,511.25
1980-05-06,515.0
1980-05-07,509.625
1980-05-08,514.75
1980-05-09,509.375
1980-05-12,511.875
1980-05-13,511.0
1980-05-14,521.75
1980-05-15,516.625
1980-05-16,516.3
1980-05-19,514.425
1980-05-20,508.775
1980-05-21,512.625
1980-05-22,504.25
1980-05-23,510.875
1980-05-27,514.5
1980-05-28,525.25
1980-05-29,520.3
1980-05-30,533.45
1980-06-02,562.25
1980-06-03,553.5
1980-06-04,569.75
1980-06-05,581.625
1980-06-06,597.5
1980-06-09,625.625
1980-06-10,605.25
1980-06-11,595.5
1980-06-12,589.375
1980-06-13,608.825
1980-06-16,597.0
1980-06-17,591.25
1980-06-18,602.5
1980-06-19,598.5
1980-06-20,603.325
1980-06-23,596.25
1980-06-24,601.375
1980-06-25,620.0
1980-06-26,623.875
1980-06-27,634.5
1980-06-30,658.0
1980-07-01,658.0
1980-07-02,666.75
1980-07-03,664.0
1980-07-04,667.5
1980-07-07,666.625
1980-07-08,688.125
1980-07-09,674.5
1980-07-10,660.75
1980-07-11,665.25
1980-07-14,649.5
1980-07-15,620.25
1980-07-16,624.625
1980-07-17,628.75
1980-07-18,608.0
1980-07-21,619.125
1980-07-22,612.25
1980-07-23,631.625
1980-07-24,639.25
1980-07-25,652.125
1980-07-28,643.375
1980-07-29,646.125
1980-07-30,632.75
1980-07-31,616.125
1980-08-01,622.0
1980-08-04,626.5
1980-08-05,633.0
1980-08-06,628.125
1980-08-07,631.0
1980-08-08,630.625
1980-08-11,615.75
1980-08-12,609.125
1980-08-13,615.6
1980-08-14,624.5
1980-08-15,625.25
1980-08-18,611.0
1980-08-19,622.375
1980-08-20,628.75
1980-08-21,642.875
1980-08-22,639.35
1980-08-26,628.925
1980-08-27,633.3
1980-08-28,634.525
1980-08-29,632.5
1980-09-01,627.5
1980-09-02,636.125
1980-09-03,636.725
1980-09-04,642.25
1980-09-05,649.25
1980-09-08,666.0
1980-09-09,672.25
1980-09-10,686.25
1980-09-11,675.25
1980-09-12,689.5
1980-09-15,669.5
1980-09-16,668.0
1980-09-17,675.625
1980-09-18,673.0
1980-09-19,674.25
1980-09-22,704.375
1980-09-23,715.75
1980-09-24,710.75
1980-09-25,701.375
1980-09-26,697.875
1980-09-29,683.25
1980-09-30,668.375
1980-10-01,680.625
1980-10-02,670.75
1980-10-03,665.375
1980-10-06,673.5
1980-10-07,678.825
1980-10-08,675.75
1980-10-09,685.875
1980-10-10,684.375
1980-10-13,681.625
1980-10-14,671.25
1980-10-15,677.125
1980-10-16,673.75
1980-10-17,669.125
1980-10-20,660.6
1980-10-21,652.625
1980-10-22,659.75
1980-10-23,641.875
1980-10-24,630.5
1980-10-27,635.375
1980-10-28,631.375
1980-10-29,643.75
1980-10-30,643.0
1980-10-31,632.5
1980-11-03,637.4
1980-11-04,647.0
1980-11-05,653.5
1980-11-06,632.875
1980-11-07,599.5
1980-11-10,614.75
1980-11-11,598.625
1980-11-12,617.0
1980-11-13,619.0
1980-11-14,614.1
1980-11-17,610.5
1980-11-18,617.625
1980-11-19,629.0
1980-11-20,632.5
1980-11-21,636.25
1980-11-24,633.0
1980-11-25,614.875
1980-11-26,624.25
1980-11-27,621.0
1980-11-28,620.625
1980-12-01,635.25
1980-12-02,628.125
1980-12-03,627.375
1980-12-04,632.1
1980-12-05,618.625
1980-12-08,616.25
1980-12-09,608.25
1980-12-10,586.75
1980-12-11,565.75
1980-12-12,558.125
1980-12-15,580.0
1980-12-16,560.375
1980-12-17,573.75
1980-12-18,575.25
1980-12-19,574.25
1980-12-22,594.375
1980-12-23,599.5
1980-12-24,
1980-12-29,598.0
1980-12-30,588.375
1980-12-31,
1981-01-05,594.75
1981-01-06,599.25
1981-01-07,586.875
1981-01-08,574.25
1981-01-09,578.75
1981-01-12,563.125
1981-01-13,564.375
1981-01-14,559.0
1981-01-15,569.125
1981-01-16,561.75
1981-01-19,562.75
1981-01-20,562.75
1981-01-21,577.0
1981-01-22,565.5
1981-01-23,552.5
1981-01-26,529.375
1981-01-27,520.5
1981-01-28,524.0
1981-01-29,499.375
1981-01-30,507.0
1981-02-02,493.375
1981-02-03,484.125
1981-02-04,504.625
1981-02-05,497.75
1981-02-06,503.5
1981-02-09,513.75
1981-02-10,518.625
1981-02-11,503.0
1981-02-12,491.875
1981-02-13,492.0
1981-02-16,488.625
1981-02-17,499.625
1981-02-18,503.5
1981-02-19,504.375
1981-02-20,513.125
1981-02-23,504.0
1981-02-24,503.375
1981-02-25,503.125
1981-02-26,493.625
1981-02-27,489.625
1981-03-02,470.0
1981-03-03,468.625
1981-03-04,470.625
1981-03-05,459.25
1981-03-06,464.5
1981-03-09,473.75
1981-03-10,485.875
1981-03-11,475.875
1981-03-12,477.75
1981-03-13,492.0
1981-03-16,499.5
1981-03-17,495.75
1981-03-18,508.125
1981-03-19,511.375
1981-03-20,513.125
1981-03-23,530.875
1981-03-24,533.625
1981-03-25,530.625
1981-03-26,536.75
1981-03-27,543.0
1981-03-30,528.0
1981-03-31,514.0
1981-04-01,515.5
1981-04-02,518.25
1981-04-03,523.25
1981-04-06,534.0
1981-04-07,515.625
1981-04-08,508.25
1981-04-09,507.5
1981-04-10,492.25
1981-04-13,474.625
1981-04-14,483.0
1981-04-15,478.25
1981-04-16,482.0
1981-04-21,481.0
1981-04-22,499.0
1981-04-23,489.5
1981-04-24,493.125
1981-04-27,485.875
1981-04-28,483.5
1981-04-29,477.875
1981-04-30,481.875
1981-05-01,486.125
1981-05-05,476.5
1981-05-06,482.375
1981-05-07,478.5
1981-05-08,483.75
1981-05-11,497.0
1981-05-12,485.5
1981-05-13,485.375
1981-05-14,478.625
1981-05-15,483.75
1981-05-18,481.75
1981-05-19,482.375
1981-05-20,479.0
1981-05-21,477.5
1981-05-22,472.75
1981-05-26,467.5
1981-05-27,467.25
1981-05-28,475.5
1981-05-29,479.0
1981-06-01,482.25
1981-06-02,473.75
1981-06-03,474.75
1981-06-04,463.125
1981-06-05,460.125
1981-06-08,466.75
1981-06-09,461.75
1981-06-10,464.25
1981-06-11,464.25
1981-06-12,469.5
1981-06-15,472.0
1981-06-16,464.125
1981-06-17,462.5
1981-06-18,459.625
1981-06-19,458.0
1981-06-22,462.0
1981-06-23,465.75
1981-06-24,462.125
1981-06-25,450.5
1981-06-26,442.875
1981-06-29,430.125
1981-06-30,423.75
1981-07-01,421.625
1981-07-02,412.25
1981-07-03,413.875
1981-07-06,403.625
1981-07-07,404.25
1981-07-08,398.875
1981-07-09,406.125
1981-07-10,415.875
1981-07-13,415.375
1981-07-14,402.75
1981-07-15,410.125
1981-07-16,417.75
1981-07-17,414.75
1981-07-20,413.625
1981-07-21,407.0
1981-07-22,410.375
1981-07-23,409.125
1981-07-24,407.5
1981-07-27,409.25
1981-07-28,402.25
1981-07-30,402.25
1981-07-31,405.625
1981-08-03,392.5
1981-08-04,391.5
1981-08-05,392.5
1981-08-06,394.125
1981-08-07,398.125
1981-08-10,393.475
1981-08-11,398.75
1981-08-12,413.0
1981-08-13,407.375
1981-08-14,412.25
1981-08-17,410.5
1981-08-18,421.25
1981-08-19,432.5
1981-08-20,429.75
1981-08-21,429.0
1981-08-24,425.25
1981-08-25,410.125
1981-08-26,413.5
1981-08-27,413.25
1981-08-28,425.25
1981-09-01,422.0
1981-09-02,430.75
1981-09-03,435.875
1981-09-04,439.875
1981-09-07,436.875
1981-09-08,436.625
1981-09-09,436.5
1981-09-10,449.75
1981-09-11,448.0
1981-09-14,453.625
1981-09-15,455.625
1981-09-16,449.375
1981-09-17,457.5
1981-09-18,446.875
1981-09-21,461.375
1981-09-22,461.125
1981-09-23,457.25
1981-09-24,448.375
1981-09-25,451.125
1981-09-28,424.5
1981-09-29,432.125
1981-09-30,427.625
1981-10-01,436.0
1981-10-02,434.125
1981-10-05,441.0
1981-10-06,438.975
1981-10-07,445.25
1981-10-08,442.5
1981-10-09,452.875
1981-10-12,450.55
1981-10-13,443.575
1981-10-14,444.75
1981-10-15,446.75
1981-10-16,442.5
1981-10-19,438.725
1981-10-20,437.25
1981-10-21,431.15
1981-10-22,434.175
1981-10-23,433.0
1981-10-26,427.0
1981-10-27,427.1
1981-10-28,431.15
1981-10-29,423.375
1981-10-30,428.0
1981-11-02,430.5
1981-11-03,428.0
1981-11-04,431.125
1981-11-05,428.7
1981-11-06,428.0
1981-11-09,429.925
1981-11-10,420.625
1981-11-11,412.375
1981-11-12,411.875
1981-11-13,413.25
1981-11-16,406.25
1981-11-17,397.25
1981-11-18,402.25
1981-11-19,401.0
1981-11-20,401.25
1981-11-23,396.375
1981-11-24,398.625
1981-11-25,407.75
1981-11-26,409.625
1981-11-27,411.375
1981-11-30,415.0
1981-12-01,403.75
1981-12-02,406.0
1981-12-03,417.75
1981-12-04,424.75
1981-12-07,417.0
1981-12-08,416.25
1981-12-09,409.25
1981-12-10,406.25
1981-12-11,409.375
1981-12-14,418.375
1981-12-15,413.25
1981-12-16,417.375
1981-12-17,417.125
1981-12-18,415.5
1981-12-21,412.125
1981-12-22,401.675
1981-12-23,401.325
1981-12-24,
1981-12-29,395.625
1981-12-30,397.375
1981-12-31,
1982-01-04,397.0
1982-01-05,402.125
1982-01-06,401.75
1982-01-07,396.375
1982-01-08,399.0
1982-01-11,390.125
1982-01-12,389.125
1982-01-13,383.5
1982-01-14,372.875
1982-01-15,378.25
1982-01-18,371.75
1982-01-19,376.25
1982-01-20,371.625
1982-01-21,375.625
1982-01-22,377.5
1982-01-25,372.75
1982-01-26,375.0
1982-01-27,382.125
1982-01-28,382.5
1982-01-29,387.625
1982-02-01,380.375
1982-02-02,377.7
1982-02-03,378.375
1982-02-04,383.75
1982-02-05,384.375
1982-02-08,380.625
1982-02-09,378.25
1982-02-10,382.375
1982-02-11,380.75
1982-02-12,378.25
1982-02-15,375.4
1982-02-16,375.75
1982-02-17,374.75
1982-02-18,368.375
1982-02-19,369.0
1982-02-22,364.125
1982-02-23,360.75
1982-02-24,362.75
1982-02-25,367.225
1982-02-26,362.925
1982-03-01,360.0
1982-03-02,362.125
1982-03-03,355.425
1982-03-04,346.75
1982-03-05,341.2
1982-03-08,333.0
1982-03-09,327.375
1982-03-10,332.875
1982-03-11,332.875
1982-03-12,322.875
1982-03-15,313.125
1982-03-16,322.75
1982-03-17,315.25
1982-03-18,321.2
1982-03-19,316.0
1982-03-22,319.65
1982-03-23,328.125
1982-03-24,332.375
1982-03-25,327.875
1982-03-26,322.5
1982-03-29,319.0
1982-03-30,325.0
1982-03-31,320.25
1982-04-01,326.25
1982-04-02,327.175
1982-04-05,336.75
1982-04-06,345.875
1982-04-07,355.375
1982-04-08,352.0
1982-04-13,353.0
1982-04-14,365.75
1982-04-15,362.875
1982-04-16,363.25
1982-04-19,356.875
1982-04-20,344.375
1982-04-21,346.675
1982-04-22,344.875
1982-04-23,349.5
1982-04-26,359.0
1982-04-27,351.25
1982-04-28,356.5
1982-04-29,350.375
1982-04-30,359.0
1982-05-04,342.625
1982-05-05,340.075
1982-05-06,334.875
1982-05-07,335.5
1982-05-10,329.25
1982-05-11,331.125
1982-05-12,332.5
1982-05-13,331.375
1982-05-14,332.5
1982-05-17,337.875
1982-05-18,337.75
1982-05-19,342.375
1982-05-20,342.0
1982-05-21,340.875
1982-05-24,330.425
1982-05-25,326.95
1982-05-26,331.125
1982-05-27,324.5
1982-05-28,325.375
1982-06-01,318.875
1982-06-02,317.65
1982-06-03,321.175
1982-06-04,318.625
1982-06-07,324.075
1982-06-08,329.825
1982-06-09,326.375
1982-06-10,327.875
1982-06-11,326.125
1982-06-14,321.5
1982-06-15,315.0
1982-06-16,316.825
1982-06-17,311.25
1982-06-18,308.125
1982-06-21,296.875
1982-06-22,302.875
1982-06-23,302.375
1982-06-24,310.0
1982-06-25,304.75
1982-06-28,303.575
1982-06-29,309.875
1982-06-30,315.75
1982-07-01,311.0
1982-07-02,312.875
1982-07-05,315.375
1982-07-06,312.05
1982-07-07,307.075
1982-07-08,312.175
1982-07-09,325.425
1982-07-12,340.75
1982-07-13,345.75
1982-07-14,353.25
1982-07-15,349.0
1982-07-16,346.375
1982-07-19,348.75
1982-07-20,346.0
1982-07-21,364.0
1982-07-22,355.625
1982-07-23,363.5
1982-07-26,354.625
1982-07-27,351.375
1982-07-28,346.375
1982-07-29,341.5
1982-07-30,342.7
1982-08-02,351.735
1982-08-03,352.375
1982-08-04,346.925
1982-08-05,347.375
1982-08-06,345.435
1982-08-09,336.875
1982-08-10,338.0
1982-08-11,333.19
1982-08-12,334.0
1982-08-13,337.875
1982-08-16,339.5
1982-08-17,337.875
1982-08-18,354.925
1982-08-19,356.45
1982-08-20,382.75
1982-08-23,388.125
1982-08-24,409.625
1982-08-25,397.75
1982-08-26,417.25
1982-08-27,421.625
1982-08-31,410.55
1982-09-01,404.75
1982-09-02,409.0
1982-09-03,454.875
1982-09-06,466.0
1982-09-07,484.75
1982-09-08,463.5
1982-09-09,471.5
1982-09-10,450.625
1982-09-13,439.5
1982-09-14,453.125
1982-09-15,444.0
1982-09-16,447.875
1982-09-17,443.5
1982-09-20,425.25
1982-09-21,426.5
1982-09-22,442.625
1982-09-23,436.55
1982-09-24,434.75
1982-09-27,414.0
1982-09-28,410.075
1982-09-29,411.45
1982-09-30,395.875
1982-10-01,399.875
1982-10-04,390.125
1982-10-05,388.75
1982-10-06,403.25
1982-10-07,417.875
1982-10-08,435.5
1982-10-11,431.375
1982-10-12,441.75
1982-10-13,429.125
1982-10-14,448.0
1982-10-15,434.875
1982-10-18,427.375
1982-10-19,440.25
1982-10-20,425.875
1982-10-21,432.375
1982-10-22,427.125
1982-10-25,419.55
1982-10-26,417.875
1982-10-27,420.0
1982-10-28,418.25
1982-10-29,422.625
1982-11-01,427.0
1982-11-02,431.25
1982-11-03,430.5
1982-11-04,425.375
1982-11-05,420.25
1982-11-08,409.125
1982-11-09,409.625
1982-11-10,411.5
1982-11-11,404.625
1982-11-12,399.0
1982-11-15,403.875
1982-11-16,405.75
1982-11-17,412.55
1982-11-18,408.875
1982-11-19,417.3
1982-11-22,411.95
1982-11-23,405.375
1982-11-24,406.875
1982-11-25,410.375
1982-11-26,415.75
1982-11-29,431.25
1982-11-30,432.125
1982-12-01,440.125
1982-12-02,441.0
1982-12-03,441.0
1982-12-06,444.125
1982-12-07,456.325
1982-12-08,447.125
1982-12-09,440.0
1982-12-10,437.375
1982-12-13,438.75
1982-12-14,449.325
1982-12-15,436.375
1982-12-16,440.875
1982-12-17,438.75
1982-12-20,440.5
1982-12-21,442.0
1982-12-22,447.7
1982-12-23,445.625
1982-12-24,
1982-12-29,458.625
1982-12-30,457.075
1982-12-31,
1983-01-04,451.125
1983-01-05,454.375
1983-01-06,456.25
1983-01-07,459.5
1983-01-10,474.0
1983-01-11,487.5
1983-01-12,481.75
1983-01-13,489.625
1983-01-14,483.5
1983-01-17,496.5
1983-01-18,486.0
1983-01-19,496.625
1983-01-20,487.375
1983-01-21,487.625
1983-01-24,475.875
1983-01-25,486.875
1983-01-26,487.375
1983-01-27,495.0
1983-01-28,493.125
1983-01-31,501.25
1983-02-01,508.5
1983-02-02,498.25
1983-02-03,504.75
1983-02-04,499.75
1983-02-07,489.625
1983-02-08,496.875
1983-02-09,492.25
1983-02-10,495.375
1983-02-11,505.25
1983-02-14,500.5
1983-02-15,510.375
1983-02-16,507.625
1983-02-17,505.375
1983-02-18,502.875
1983-02-21,504.125
1983-02-22,494.375
1983-02-23,474.75
1983-02-24,474.375
1983-02-25,467.75
1983-02-28,414.125
1983-03-01,414.25
1983-03-02,430.5
1983-03-03,430.625
1983-03-04,414.0
1983-03-07,421.0
1983-03-08,419.875
1983-03-09,425.125
1983-03-10,433.875
1983-03-11,422.25
1983-03-14,430.125
1983-03-15,435.5
1983-03-16,421.5
1983-03-17,416.625
1983-03-18,420.75
1983-03-21,414.5
1983-03-22,421.0
1983-03-23,411.5
1983-03-24,415.25
1983-03-25,411.5
1983-03-28,410.375
1983-03-29,412.375
1983-03-30,417.625
1983-03-31,414.5
1983-04-05,426.25
1983-04-06,428.5
1983-04-07,426.125
1983-04-08,422.125
1983-04-11,427.25
1983-04-12,433.0
1983-04-13,429.0
1983-04-14,435.875
1983-04-15,436.125
1983-04-18,443.0
1983-04-19,440.5
1983-04-20,433.875
1983-04-21,440.0
1983-04-22,436.625
1983-04-25,441.875
1983-04-26,435.375
1983-04-27,435.375
1983-04-28,427.75
1983-04-29,428.875
1983-05-03,432.25
1983-05-04,433.625
1983-05-05,434.375
1983-05-06,431.375
1983-05-09,434.5
1983-05-10,441.5
1983-05-11,443.125
1983-05-12,439.0
1983-05-13,439.625
1983-05-16,437.375
1983-05-17,439.125
1983-05-18,442.45
1983-05-19,441.3
1983-05-20,438.875
1983-05-23,432.875
1983-05-24,437.025
1983-05-25,439.675
1983-05-26,440.625
1983-05-27,437.05
1983-05-31,438.25
1983-06-01,413.125
1983-06-02,412.0
1983-06-03,412.375
1983-06-06,408.25
1983-06-07,401.7
1983-06-08,402.625
1983-06-09,406.75
1983-06-10,412.25
1983-06-13,412.5
1983-06-14,410.125
1983-06-15,407.875
1983-06-16,411.625
1983-06-17,416.0
1983-06-20,413.5
1983-06-21,415.0
1983-06-22,420.875
1983-06-23,419.5
1983-06-24,422.125
1983-06-27,421.375
1983-06-28,414.875
1983-06-29,415.05
1983-06-30,416.375
1983-07-01,416.5
1983-07-04,416.0
1983-07-05,412.25
1983-07-06,411.95
1983-07-07,413.25
1983-07-08,424.375
1983-07-11,428.325
1983-07-12,429.75
1983-07-13,426.875
1983-07-14,425.325
1983-07-15,422.0
1983-07-18,422.825
1983-07-19,424.0
1983-07-20,427.125
1983-07-21,429.5
1983-07-22,423.875
1983-07-25,422.625
1983-07-26,425.875
1983-07-27,426.0
1983-07-28,425.75
1983-07-29,422.125
1983-08-01,412.25
1983-08-02,414.0
1983-08-03,411.875
1983-08-04,413.625
1983-08-05,409.375
1983-08-08,409.5
1983-08-09,412.5
1983-08-10,408.125
1983-08-11,411.45
1983-08-12,412.025
1983-08-15,415.65
1983-08-16,420.125
1983-08-17,421.375
1983-08-18,421.25
1983-08-19,418.425
1983-08-22,421.5
1983-08-23,426.075
1983-08-24,423.875
1983-08-25,422.875
1983-08-26,418.125
1983-08-30,418.475
1983-08-31,414.375
1983-09-01,416.20000000000005
1983-09-02,417.9
1983-09-05,419.55
1983-09-06,418.25
1983-09-07,413.125
1983-09-08,414.25
1983-09-09,414.625
1983-09-12,416.325
1983-09-13,406.75
1983-09-14,403.95
1983-09-15,404.5
1983-09-16,405.375
1983-09-19,411.25
1983-09-20,412.675
1983-09-21,411.625
1983-09-22,409.125
1983-09-23,413.125
1983-09-26,415.625
1983-09-27,412.875
1983-09-28,413.8
1983-09-29,409.125
1983-09-30,404.5
1983-10-03,391.25
1983-10-04,393.125
1983-10-05,389.125
1983-10-06,395.625
1983-10-07,396.54999999999995
1983-10-10,400.125
1983-10-11,399.75
1983-10-12,395.25
1983-10-13,398.075
1983-10-14,399.75
1983-10-17,397.75
1983-10-18,397.0
1983-10-19,393.8
1983-10-20,389.875
1983-10-21,393.925
1983-10-24,395.375
1983-10-25,397.125
1983-10-26,393.925
1983-10-27,384.5
1983-10-28,387.5
1983-10-31,382.75
1983-11-01,376.875
1983-11-02,382.25
1983-11-03,379.75
1983-11-04,381.75
1983-11-07,378.0
1983-11-08,382.2
1983-11-09,381.75
1983-11-10,381.9
1983-11-11,381.575
1983-11-14,382.6
1983-11-15,383.25
1983-11-16,383.125
1983-11-17,376.125
1983-11-18,375.75
1983-11-21,374.5
1983-11-22,376.15
1983-11-23,375.75
1983-11-24,375.625
1983-11-25,376.0
1983-11-28,387.75
1983-11-29,391.375
1983-11-30,405.375
1983-12-01,398.875
1983-12-02,402.125
1983-12-05,399.825
1983-12-06,397.5
1983-12-07,399.75
1983-12-08,401.5
1983-12-09,388.625
1983-12-12,391.075
1983-12-13,389.475
1983-12-14,389.5
1983-12-15,388.675
1983-12-16,379.125
1983-12-19,375.825
1983-12-20,376.75
1983-12-21,378.425
1983-12-22,378.9
1983-12-23,
1983-12-28,378.55
1983-12-29,380.7
1983-12-30,
1984-01-03,383.5
1984-01-04,375.25
1984-01-05,375.875
1984-01-06,374.825
1984-01-09,364.75
1984-01-10,369.375
1984-01-11,368.375
1984-01-12,369.875
1984-01-13,371.625
1984-01-16,369.675
1984-01-17,368.25
1984-01-18,368.5
1984-01-19,373.875
1984-01-20,372.0
1984-01-23,371.3
1984-01-24,365.15
1984-01-25,366.44
1984-01-26,367.7
1984-01-27,368.325
1984-01-30,369.55
1984-01-31,372.825
1984-02-01,377.7
1984-02-02,383.0
1984-02-03,384.675
1984-02-06,380.6
1984-02-07,379.5
1984-02-08,385.6
1984-02-09,383.4
1984-02-10,379.275
1984-02-13,377.175
1984-02-14,375.475
1984-02-15,382.75
1984-02-16,383.5
1984-02-17,382.075
1984-02-20,384.875
1984-02-21,388.625
1984-02-22,393.625
1984-02-23,399.0
1984-02-24,395.925
1984-02-27,393.75
1984-02-28,399.625
1984-02-29,395.425
1984-03-01,394.0
1984-03-02,397.9
1984-03-05,406.35
1984-03-06,403.0
1984-03-07,400.375
1984-03-08,396.8
1984-03-09,400.95
1984-03-12,396.625
1984-03-13,397.375
1984-03-14,399.875
1984-03-15,394.325
1984-03-16,392.775
1984-03-19,392.875
1984-03-20,393.775
1984-03-21,392.175
1984-03-22,390.475
1984-03-23,387.95
1984-03-26,387.95
1984-03-27,388.975
1984-03-28,385.75
1984-03-29,390.3
1984-03-30,388.5
1984-04-02,387.225
1984-04-03,380.775
1984-04-04,380.875
1984-04-05,381.4
1984-04-06,379.5
1984-04-09,381.95
1984-04-10,381.625
1984-04-11,383.65
1984-04-12,382.0
1984-04-13,379.725
1984-04-16,380.05
1984-04-17,380.25
1984-04-18,380.685
1984-04-19,384.95
1984-04-24,383.925
1984-04-25,382.275
1984-04-26,380.75
1984-04-27,378.375
1984-04-30,376.0
1984-05-01,376.45
1984-05-02,377.35
1984-05-03,378.4
1984-05-04,377.5
1984-05-08,371.5
1984-05-09,372.625
1984-05-10,370.925
1984-05-11,372.75
1984-05-14,371.875
1984-05-15,373.3
1984-05-16,375.025
1984-05-17,376.575
1984-05-18,375.3
1984-05-21,380.55
1984-05-22,379.325
1984-05-23,378.525
1984-05-24,375.475
1984-05-25,382.35
1984-05-29,385.55
1984-05-30,385.575
1984-05-31,383.85
1984-06-01,391.575
1984-06-04,392.75
1984-06-05,393.875
1984-06-06,392.525
1984-06-07,392.1
1984-06-08,386.55
1984-06-11,383.05
1984-06-12,375.125
1984-06-13,374.25
1984-06-14,375.8
1984-06-15,370.95
1984-06-18,368.65
1984-06-19,370.4
1984-06-20,370.925
1984-06-21,370.375
1984-06-22,373.625
1984-06-25,369.85
1984-06-26,369.25
1984-06-27,369.81
1984-06-28,372.2
1984-06-29,374.15
1984-07-02,370.225
1984-07-03,369.05
1984-07-04,369.775
1984-07-05,365.4
1984-07-06,355.625
1984-07-09,335.5
1984-07-10,345.125
1984-07-11,337.5
1984-07-12,340.325
1984-07-13,343.3
1984-07-16,351.175
1984-07-17,347.325
1984-07-18,346.0
1984-07-19,351.275
1984-07-20,344.25
1984-07-23,335.125
1984-07-24,338.125
1984-07-25,339.625
1984-07-26,344.6
1984-07-27,335.7
1984-07-30,338.825
1984-07-31,341.975
1984-08-01,338.175
1984-08-02,343.575
1984-08-03,348.375
1984-08-06,350.825
1984-08-07,344.125
1984-08-08,344.2
1984-08-09,344.25
1984-08-10,348.625
1984-08-13,343.25
1984-08-14,351.4
1984-08-15,352.4
1984-08-16,351.45
1984-08-17,351.625
1984-08-20,349.5
1984-08-21,345.7
1984-08-22,345.2
1984-08-23,351.5
1984-08-24,350.175
1984-08-28,348.95
1984-08-29,349.65
1984-08-30,348.0
1984-08-31,347.975
1984-09-03,345.35
1984-09-04,341.475
1984-09-05,338.375
1984-09-06,340.4
1984-09-07,339.625
1984-09-10,337.825
1984-09-11,339.475
1984-09-12,339.0
1984-09-13,337.175
1984-09-14,340.42499999999995
1984-09-17,336.625
1984-09-18,336.625
1984-09-19,339.95
1984-09-20,339.375
